Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Rheumatoid Arthritis,C0003873,BECN1,8678,Q14457,beclin 1,Enzyme modulator,373,0.432,0.846,0.93717,0.03,,1,3,0,2013,2019
Rheumatoid Arthritis,C0003873,FADD,8772,Q13158,Fas associated via death domain,,137,0.537,0.846,0.52595,0.03,,1,3,0,2000,2006
Rheumatoid Arthritis,C0003873,CD84,8832,Q9UIB8,CD84 molecule,,22,0.76,0.308,6.91E-09,0.03,,1,3,0,2013,2019
Rheumatoid Arthritis,C0003873,HDAC3,8841,O15379,histone deacetylase 3,Epigenetic regulator,179,0.511,0.731,0.56737,0.03,,1,3,0,2012,2018
Rheumatoid Arthritis,C0003873,CCK,885,P06307,cholecystokinin,,326,0.453,0.846,0.000033034,0.03,,1,3,0,2015,2019
Rheumatoid Arthritis,C0003873,APLN,8862,Q9ULZ1,apelin,,226,0.497,0.769,0.45897,0.03,,1,3,0,2017,2019
Rheumatoid Arthritis,C0003873,PER2,8864,O15055,period circadian regulator 2,Transcription factor,238,0.488,0.846,0.7148,0.03,,1,3,3,2013,2017
Rheumatoid Arthritis,C0003873,CCRL2,9034,O00421,C-C motif chemokine receptor like 2,G-protein coupled receptor,59,0.621,0.654,0.36861,0.03,,1,3,0,2004,2010
Rheumatoid Arthritis,C0003873,FCGR2C,9103,P31995,Fc fragment of IgG receptor IIc (gene/pseudogene),Cell adhesion,71,0.61,0.654,,0.03,,1,3,0,2004,2017
Rheumatoid Arthritis,C0003873,LPAR2,9170,Q9HBW0,lysophosphatidic acid receptor 2,G-protein coupled receptor,285,0.463,0.846,0.036658,0.03,,1,3,0,1999,2012
Rheumatoid Arthritis,C0003873,XPR1,9213,Q9UBH6,xenotropic and polytropic retrovirus receptor 1,Transporter,217,0.488,0.731,0.99999,0.03,,1,3,0,2012,2018
Rheumatoid Arthritis,C0003873,CD6,923,P30203,CD6 molecule,Enzyme,216,0.489,0.808,0.000092695,0.03,,1,3,0,2009,2016
Rheumatoid Arthritis,C0003873,ASIC3,9311,Q9UHC3,acid sensing ion channel subunit 3,Ion channel,51,0.663,0.538,3.41E-07,0.03,,1,3,0,2014,2018
Rheumatoid Arthritis,C0003873,CD163,9332,Q86VB7,CD163 molecule,Enzyme,369,0.427,0.846,0.0008338,0.03,,1,3,0,2012,2019
Rheumatoid Arthritis,C0003873,KL,9365,Q9UEF7,klotho,Enzyme,332,0.448,0.769,0.00022444,0.03,,1,3,0,2007,2020
Rheumatoid Arthritis,C0003873,FHL5,9457,Q5TD97,four and a half LIM domains 5,Transcription factor,153,0.53,0.769,4.85E-10,0.03,,1,3,0,2017,2019
Rheumatoid Arthritis,C0003873,ENTPD1,953,P49961,ectonucleoside triphosphate diphosphohydrolase 1,Enzyme,206,0.499,0.769,0.0080716,0.03,,1,3,0,2018,2019
Rheumatoid Arthritis,C0003873,BMS1,9790,Q14692,BMS1 ribosome biogenesis factor,,192,0.499,0.846,0.0001753,0.03,,0.667,3,0,2008,2019
Rheumatoid Arthritis,C0003873,CDC42,998,P60953,cell division cycle 42,Enzyme modulator,327,0.458,0.846,0.78728,0.03,,1,3,0,1989,2016
Rheumatoid Arthritis,C0003873,SCO2,9997,O43819,synthesis of cytochrome C oxidase 2,Enzyme,294,0.479,0.846,7.55E-07,0.03,,1,3,0,2014,2019
Rheumatoid Arthritis,C0003873,MIR760,100126348,,microRNA 760,,37,0.674,0.385,,0.02,,1,2,0,2017,2019
Rheumatoid Arthritis,C0003873,SH2B3,10019,Q9UQQ2,SH2B adaptor protein 3,,212,0.527,0.692,0.00010289,0.02,,1,2,0,2009,2017
Rheumatoid Arthritis,C0003873,LINC01672,100505887,,long intergenic non-protein coding RNA 1672,,268,0.462,0.846,,0.02,,1,2,0,2017,2018
Rheumatoid Arthritis,C0003873,RPL17-C18orf32,100526842,,RPL17-C18orf32 readthrough,,93,0.572,0.615,0.57502,0.02,,1,2,0,2004,2017
Rheumatoid Arthritis,C0003873,LINC-ROR,100885779,,"long intergenic non-protein coding RNA, regulator of reprogramming",,108,0.548,0.769,,0.02,,0.5,2,0,2001,2012
Rheumatoid Arthritis,C0003873,ADAM8,101,P78325,ADAM metallopeptidase domain 8,Enzyme,81,0.59,0.731,2.20E-14,0.02,,1,2,0,2009,2014
Rheumatoid Arthritis,C0003873,CDK2,1017,P24941,cyclin dependent kinase 2,Kinase,270,0.456,0.692,0.61054,0.02,,1,2,0,1997,2011
Rheumatoid Arthritis,C0003873,CALCRL,10203,Q16602,calcitonin receptor like receptor,G-protein coupled receptor,47,0.653,0.692,0.9853,0.02,,0.5,2,0,2006,2009
Rheumatoid Arthritis,C0003873,PRG4,10216,Q92954,proteoglycan 4,,73,0.601,0.615,1.70E-08,0.02,,1,2,0,2015,2017
Rheumatoid Arthritis,C0003873,SPRY1,10252,O43609,sprouty RTK signaling antagonist 1,Signaling,63,0.603,0.577,0.0030398,0.02,,1,2,0,2017,2019
Rheumatoid Arthritis,C0003873,RAMP2,10266,O60895,receptor activity modifying protein 2,Receptor,60,0.626,0.654,0.051127,0.02,,0.5,2,0,2006,2009
Rheumatoid Arthritis,C0003873,CCL26,10344,Q9Y258,C-C motif chemokine ligand 26,Signaling,60,0.617,0.654,0.010114,0.02,,0.5,2,0,2005,2009
Rheumatoid Arthritis,C0003873,WARS2,10352,Q9UGM6,"tryptophanyl tRNA synthetase 2, mitochondrial",,110,0.617,0.577,0.050885,0.02,,1,2,0,2015,2019
Rheumatoid Arthritis,C0003873,LINC02210-CRHR1,104909134,P34998,LINC02210-CRHR1 readthrough,,123,0.57,0.692,,0.02,,1,2,0,2001,2011
Rheumatoid Arthritis,C0003873,SEMA4D,10507,Q92854,semaphorin 4D,Signaling,109,0.564,0.769,0.97472,0.02,,1,2,0,2015,2018
Rheumatoid Arthritis,C0003873,CEBPD,1052,P49716,CCAAT enhancer binding protein delta,Transcription factor,97,0.57,0.769,0.61219,0.02,,1,2,0,2012,2017
Rheumatoid Arthritis,C0003873,KAT5,10524,Q92993,lysine acetyltransferase 5,,138,0.534,0.769,0.088234,0.02,,1,2,0,2010,2019
Rheumatoid Arthritis,C0003873,IVNS1ABP,10625,Q9Y6Y0,influenza virus NS1A binding protein,,67,0.608,0.769,0.99442,0.02,,1,2,0,2003,2004
Rheumatoid Arthritis,C0003873,EBP,10682,Q15125,EBP cholestenol delta-isomerase,Enzyme,243,0.494,0.846,0.93645,0.02,,1,2,0,2000,2009
Rheumatoid Arthritis,C0003873,CTSC,1075,P53634,cathepsin C,Enzyme,139,0.541,0.731,1.15E-07,0.02,,1,2,0,2017,2017
Rheumatoid Arthritis,C0003873,CFTR,1080,P13569,CF transmembrane conductance regulator,Ion channel,476,0.424,0.885,2.17E-58,0.02,,1,2,0,1999,2011
Rheumatoid Arthritis,C0003873,CCR9,10803,P51686,C-C motif chemokine receptor 9,G-protein coupled receptor,90,0.573,0.692,0.0041986,0.02,,1,2,0,2010,2014
Rheumatoid Arthritis,C0003873,CHAT,1103,P28329,choline O-acetyltransferase,Enzyme,230,0.52,0.808,5.63E-11,0.02,,1,2,0,2008,2012
Rheumatoid Arthritis,C0003873,PSIP1,11168,O75475,PC4 and SFRS1 interacting protein 1,Signaling,210,0.49,0.846,0.99668,0.02,,1,2,0,1992,2019
Rheumatoid Arthritis,C0003873,IRAK3,11213,Q9Y616,interleukin 1 receptor associated kinase 3,Kinase,59,0.615,0.615,5.31E-21,0.02,,1,2,0,2017,2018
Rheumatoid Arthritis,C0003873,KLF12,11278,Q9Y4X4,Kruppel like factor 12,Nucleic acid binding,58,0.647,0.654,0.98067,0.02,,0.5,2,2,2008,2011
Rheumatoid Arthritis,C0003873,SAAL1,113174,Q96ER3,serum amyloid A like 1,,4,0.89,0.115,4.32E-09,0.02,,1,2,0,2011,2018
Rheumatoid Arthritis,C0003873,TIRAP,114609,P58753,TIR domain containing adaptor protein,,74,0.604,0.769,0.00076118,0.02,,1,2,1,2008,2011
Rheumatoid Arthritis,C0003873,MIR155HG,114614,,MIR155 host gene,,56,0.617,0.615,,0.02,,1,2,1,2008,2017
Rheumatoid Arthritis,C0003873,CHUK,1147,O15111,component of inhibitor of nuclear factor kappa B kinase complex,Kinase,125,0.556,0.731,0.99403,0.02,,1,2,0,2003,2017
Rheumatoid Arthritis,C0003873,C1QTNF3,114899,Q9BXJ4,C1q and TNF related 3,,26,0.695,0.577,1.81E-07,0.02,,1,2,0,2014,2019
Rheumatoid Arthritis,C0003873,C1QTNF6,114904,Q9BXI9,C1q and TNF related 6,,33,0.682,0.577,9.01E-06,0.02,,1,2,0,2010,2015
Rheumatoid Arthritis,C0003873,TADA1,117143,Q96BN2,transcriptional adaptor 1,,23,0.705,0.654,0.090708,0.02,,1,2,0,2003,2010
Rheumatoid Arthritis,C0003873,LTB4R,1241,Q15722,leukotriene B4 receptor,G-protein coupled receptor,107,0.576,0.692,0.11994,0.02,,1,2,0,2003,2017
Rheumatoid Arthritis,C0003873,CNR1,1268,P21554,cannabinoid receptor 1,G-protein coupled receptor,393,0.446,0.808,0.50652,0.02,,1,2,0,2009,2019
Rheumatoid Arthritis,C0003873,PPARGC1B,133522,Q86YN6,PPARG coactivator 1 beta,Transcription factor,102,0.569,0.731,0.50321,0.02,,1,2,0,2014,2019
Rheumatoid Arthritis,C0003873,COX8A,1351,P10176,cytochrome c oxidase subunit 8A,Enzyme,526,0.4,0.846,0.11606,0.02,,1,2,0,2000,2018
Rheumatoid Arthritis,C0003873,CPB1,1360,P15086,carboxypeptidase B1,Enzyme,57,0.626,0.654,2.61E-22,0.02,,1,2,0,2011,2014
Rheumatoid Arthritis,C0003873,CR1,1378,P17927,complement C3b/C4b receptor 1 (Knops blood group),,129,0.533,0.808,1.65E-35,0.02,,1,2,0,2013,2014
Rheumatoid Arthritis,C0003873,ATF2,1386,P15336,activating transcription factor 2,Transcription factor,122,0.551,0.808,0.99131,0.02,,1,2,0,2007,2019
Rheumatoid Arthritis,C0003873,CREBBP,1387,Q92793,CREB binding protein,,438,0.428,0.808,1,0.02,,1,2,0,2003,2018
Rheumatoid Arthritis,C0003873,CRHR1,1394,P34998,corticotropin releasing hormone receptor 1,,183,0.517,0.769,0.000037856,0.02,,1,2,0,2001,2011
Rheumatoid Arthritis,C0003873,CSF3,1440,P09919,colony stimulating factor 3,,687,0.377,0.885,0.38046,0.02,,1,2,0,2017,2017
Rheumatoid Arthritis,C0003873,CSK,1445,P41240,C-terminal Src kinase,Kinase,91,0.606,0.692,0.99977,0.02,,1,2,2,1999,2017
Rheumatoid Arthritis,C0003873,CST3,1471,P01034,cystatin C,,370,0.436,0.808,0.0039011,0.02,,1,2,0,2007,2018
Rheumatoid Arthritis,C0003873,ADRA1A,148,P35348,adrenoceptor alpha 1A,G-protein coupled receptor,294,0.462,0.846,3.37E-07,0.02,,1,2,0,1999,2004
Rheumatoid Arthritis,C0003873,CTSB,1508,P07858,cathepsin B,Enzyme,304,0.457,0.846,5.88E-11,0.02,,1,2,0,1991,2014
Rheumatoid Arthritis,C0003873,ADRA2B,151,P18089,adrenoceptor alpha 2B,G-protein coupled receptor,296,0.465,0.846,4.45E-06,0.02,,1,2,0,1999,2004
Rheumatoid Arthritis,C0003873,BTLA,151888,Q7Z6A9,B and T lymphocyte associated,,74,0.593,0.577,0.020987,0.02,,1,2,0,2006,2017
Rheumatoid Arthritis,C0003873,CYP2D6,1565,P10635,cytochrome P450 family 2 subfamily D member 6,,432,0.437,0.885,1.08E-25,0.02,,0.5,2,0,1994,1996
Rheumatoid Arthritis,C0003873,CYP3A5,1577,P20815,cytochrome P450 family 3 subfamily A member 5,Enzyme,179,0.511,0.846,6.29E-17,0.02,,1,2,0,2015,2017
Rheumatoid Arthritis,C0003873,CYP17A1,1586,P05093,cytochrome P450 family 17 subfamily A member 1,,326,0.462,0.769,0.00026255,0.02,,1,2,0,2000,2005
Rheumatoid Arthritis,C0003873,CYP19A1,1588,P11511,cytochrome P450 family 19 subfamily A member 1,Enzyme,519,0.41,0.885,0.000017022,0.02,,1,2,0,1999,2009
Rheumatoid Arthritis,C0003873,CYP26A1,1592,O43174,cytochrome P450 family 26 subfamily A member 1,Enzyme,59,0.619,0.577,8.43E-11,0.02,,1,2,0,2002,2019
Rheumatoid Arthritis,C0003873,DNAJB1P1,171221,,DnaJ heat shock protein family (Hsp40) member B1 pseudogene 1,,51,0.65,0.654,,0.02,,1,2,0,2019,2019
Rheumatoid Arthritis,C0003873,NLRP6,171389,P59044,NLR family pyrin domain containing 6,,58,0.628,0.769,0.00027432,0.02,,1,2,0,2017,2017
Rheumatoid Arthritis,C0003873,DHCR7,1717,Q9UBM7,7-dehydrocholesterol reductase,Enzyme,266,0.5,0.846,3.95E-13,0.02,,1,2,0,2017,2019
Rheumatoid Arthritis,C0003873,AFP,174,P02771,alpha fetoprotein,Transporter,392,0.429,0.885,1.14E-11,0.02,,1,2,0,2017,2019
Rheumatoid Arthritis,C0003873,DNASE1,1773,P24855,deoxyribonuclease 1,,180,0.505,0.846,6.98E-21,0.02,,1,2,0,2009,2014
Rheumatoid Arthritis,C0003873,DNTT,1791,P04053,DNA nucleotidylexotransferase,Enzyme,70,0.606,0.692,2.95E-10,0.02,,0.5,2,0,1999,2002
Rheumatoid Arthritis,C0003873,DR1,1810,Q01658,down-regulator of transcription 1,,10,0.839,0.231,0.92117,0.02,,1,2,0,1998,2004
Rheumatoid Arthritis,C0003873,DRD2,1813,P14416,dopamine receptor D2,G-protein coupled receptor,437,0.436,0.846,0.74709,0.02,,1,2,0,2011,2015
Rheumatoid Arthritis,C0003873,JAG1,182,P78504,jagged canonical Notch ligand 1,,420,0.429,0.808,1,0.02,,1,2,0,2005,2009
Rheumatoid Arthritis,C0003873,TSC22D3,1831,Q99576,TSC22 domain family member 3,,64,0.619,0.654,0.4339,0.02,,1,2,0,2010,2014
Rheumatoid Arthritis,C0003873,DUSP1,1843,P28562,dual specificity phosphatase 1,,214,0.491,0.808,0.010151,0.02,,1,2,0,2010,2019
Rheumatoid Arthritis,C0003873,EDN1,1906,P05305,endothelin 1,Signaling,679,0.38,0.846,0.45504,0.02,,1,2,0,1999,2008
Rheumatoid Arthritis,C0003873,EFNB1,1947,P98172,ephrin B1,Signaling,134,0.561,0.769,0.93251,0.02,,1,2,0,2008,2015
Rheumatoid Arthritis,C0003873,EIF4EBP1,1978,Q13541,eukaryotic translation initiation factor 4E binding protein 1,Nucleic acid binding,201,0.494,0.885,0.20762,0.02,,1,2,0,2018,2019
Rheumatoid Arthritis,C0003873,ELAVL1,1994,Q15717,ELAV like RNA binding protein 1,,103,0.56,0.731,0.98849,0.02,,1,2,0,2006,2007
Rheumatoid Arthritis,C0003873,ELF3,1999,P78545,E74 like ETS transcription factor 3,Transcription factor,112,0.551,0.808,0.98323,0.02,,1,2,0,2003,2004
Rheumatoid Arthritis,C0003873,ELK3,2004,P41970,ETS transcription factor ELK3,Transcription factor,220,0.49,0.846,0.083508,0.02,,1,2,0,2019,2020
Rheumatoid Arthritis,C0003873,EPAS1,2034,Q99814,endothelial PAS domain protein 1,Transcription factor,293,0.454,0.731,0.5961,0.02,,1,2,0,2003,2017
Rheumatoid Arthritis,C0003873,FBL,2091,P22087,fibrillarin,Enzyme,94,0.572,0.654,0.99319,0.02,,1,2,0,2019,2020
Rheumatoid Arthritis,C0003873,ETS2,2114,P15036,"ETS proto-oncogene 2, transcription factor",Transcription factor,115,0.548,0.808,0.99888,0.02,,1,2,0,1996,2001
Rheumatoid Arthritis,C0003873,F2R,2149,P25116,coagulation factor II thrombin receptor,G-protein coupled receptor,347,0.444,0.846,0.0084678,0.02,,1,2,0,1995,2012
Rheumatoid Arthritis,C0003873,ALDH1A1,216,P00352,aldehyde dehydrogenase 1 family member A1,Enzyme,270,0.46,0.846,0.95448,0.02,,1,2,0,2015,2019
Rheumatoid Arthritis,C0003873,PTK2B,2185,Q14289,protein tyrosine kinase 2 beta,Kinase,319,0.448,0.808,0.93536,0.02,,1,2,0,2007,2007
Rheumatoid Arthritis,C0003873,FCER2,2208,P06734,Fc fragment of IgE receptor II,Receptor,104,0.56,0.654,7.61E-12,0.02,,0.5,2,0,1994,2011
Rheumatoid Arthritis,C0003873,FCN2,2220,Q15485,ficolin 2,Signaling,159,0.517,0.846,3.56E-11,0.02,,0.5,2,1,2015,2016
Rheumatoid Arthritis,C0003873,FGB,2244,P02675,fibrinogen beta chain,Signaling,95,0.584,0.692,0.56616,0.02,,1,2,1,2012,2017
Rheumatoid Arthritis,C0003873,FGF1,2246,P05230,fibroblast growth factor 1,Signaling,184,0.507,0.846,0.44406,0.02,,1,2,0,1990,2001
Rheumatoid Arthritis,C0003873,FGF13,2258,Q92913,fibroblast growth factor 13,Signaling,167,0.514,0.808,0.89489,0.02,,1,2,0,2002,2003
Rheumatoid Arthritis,C0003873,CASC3,22794,O15234,CASC3 exon junction complex subunit,,10,0.792,0.231,0.61338,0.02,,1,2,0,2006,2008
Rheumatoid Arthritis,C0003873,COG2,22796,Q14746,component of oligomeric golgi complex 2,,30,0.729,0.423,9.37E-06,0.02,,1,2,0,2017,2018
Rheumatoid Arthritis,C0003873,FOXO1,2308,Q12778,forkhead box O1,,380,0.433,0.846,0.99725,0.02,,1,2,0,2008,2015
Rheumatoid Arthritis,C0003873,KDM6B,23135,O15054,lysine demethylase 6B,Epigenetic regulator,173,0.514,0.808,1,0.02,,1,2,0,2018,2019
Rheumatoid Arthritis,C0003873,FLT4,2324,P35916,fms related receptor tyrosine kinase 4,Kinase,306,0.457,0.808,1,0.02,,1,2,0,2002,2018
Rheumatoid Arthritis,C0003873,BRD4,23476,O60885,bromodomain containing 4,Epigenetic regulator,335,0.446,0.885,1,0.02,,1,2,0,2015,2016
Rheumatoid Arthritis,C0003873,ALPP,250,P05187,"alkaline phosphatase, placental",Enzyme,209,0.487,0.808,1.81E-13,0.02,,1,2,0,2003,2019
Rheumatoid Arthritis,C0003873,TMEM158,25907,Q8WZ71,transmembrane protein 158 (gene/pseudogene),,22,0.736,0.385,0.14862,0.02,,1,2,0,1994,1996
Rheumatoid Arthritis,C0003873,ASPM,259266,Q8IZT6,abnormal spindle microtubule assembly,,159,0.526,0.769,3.35E-49,0.02,,1,2,0,2004,2018
Rheumatoid Arthritis,C0003873,GAPDH,2597,P04406,glyceraldehyde-3-phosphate dehydrogenase,Enzyme,305,0.447,0.808,0.11388,0.02,,1,2,0,2007,2019
Rheumatoid Arthritis,C0003873,ATRNL1,26033,Q5VV63,attractin like 1,Enzyme modulator,117,0.546,0.769,0.99915,0.02,,1,2,0,2003,2019
Rheumatoid Arthritis,C0003873,GAS6,2621,Q14393,growth arrest specific 6,Extracellular structure,190,0.5,0.769,0.034477,0.02,,1,2,0,1999,2017
Rheumatoid Arthritis,C0003873,HSPB8,26353,Q9UJY1,heat shock protein family B (small) member 8,,122,0.57,0.577,0.043128,0.02,,1,2,0,2006,2008
Rheumatoid Arthritis,C0003873,GH1,2688,P01241,growth hormone 1,Signaling,686,0.373,0.923,0.030057,0.02,,1,2,0,2006,2010
Rheumatoid Arthritis,C0003873,CBLIF,2694,P27352,cobalamin binding intrinsic factor,,185,0.507,0.808,0.00024911,0.02,,1,2,0,2017,2019
Rheumatoid Arthritis,C0003873,LAMP3,27074,Q9UQV4,lysosomal associated membrane protein 3,Transporter,104,0.56,0.692,0.00026747,0.02,,0.5,2,0,2003,2008
Rheumatoid Arthritis,C0003873,HPLH1,27259,,hemophagocytic lymphohistiocytosis 1,,22,0.695,0.538,,0.02,,1,2,0,2000,2003
Rheumatoid Arthritis,C0003873,PDLIM3,27295,Q53GG5,PDZ and LIM domain 3,Cellular structure,118,0.547,0.769,3.03E-07,0.02,,1,2,0,2003,2019
Rheumatoid Arthritis,C0003873,ABO,28,P16442,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",Enzyme,443,0.427,0.885,,0.02,,1,2,0,1982,1987
Rheumatoid Arthritis,C0003873,CCR10,2826,P46092,C-C motif chemokine receptor 10,G-protein coupled receptor,57,0.626,0.654,0.00050508,0.02,,1,2,0,2015,2018
Rheumatoid Arthritis,C0003873,GPR15,2838,P49685,G protein-coupled receptor 15,G-protein coupled receptor,18,0.743,0.308,1.11E-06,0.02,,1,2,0,2014,2018
Rheumatoid Arthritis,C0003873,VSTM1,284415,Q6UX27,V-set and transmembrane domain containing 1,Receptor,8,0.821,0.192,6.37E-08,0.02,,1,2,0,2014,2016
Rheumatoid Arthritis,C0003873,DLL1,28514,O00548,delta like canonical Notch ligand 1,,212,0.492,0.808,0.99999,0.02,,1,2,0,1990,2005
Rheumatoid Arthritis,C0003873,TRAV29DV5,28653,P04437,T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene),,14,0.751,0.346,,0.02,,0.5,2,0,1997,1997
Rheumatoid Arthritis,C0003873,GPR42,2866,O15529,G protein-coupled receptor 42 (gene/pseudogene),G-protein coupled receptor,255,0.475,0.846,0.050905,0.02,,1,2,0,1999,2004
Rheumatoid Arthritis,C0003873,TRAJ60,28695,,T cell receptor alpha joining 60 (pseudogene),,14,0.751,0.346,,0.02,,0.5,2,0,1997,1997
Rheumatoid Arthritis,C0003873,TRAC,28755,P01848,T cell receptor alpha constant,Receptor,28,0.691,0.615,,0.02,,0.5,2,0,1997,1997
Rheumatoid Arthritis,C0003873,GPX1,2876,P07203,glutathione peroxidase 1,Enzyme,290,0.458,0.923,0.000038518,0.02,,1,2,0,2019,2019
Rheumatoid Arthritis,C0003873,ANPEP,290,P15144,"alanyl aminopeptidase, membrane",Enzyme,280,0.462,0.769,3.75E-09,0.02,,1,2,0,2002,2019
Rheumatoid Arthritis,C0003873,SETD2,29072,Q9BYW2,"SET domain containing 2, histone lysine methyltransferase",Epigenetic regulator,447,0.424,0.846,1,0.02,,1,2,0,2009,2018
Rheumatoid Arthritis,C0003873,GRP,2922,P07492,gastrin releasing peptide,,172,0.524,0.769,0.0025347,0.02,,1,2,0,2008,2017
Rheumatoid Arthritis,C0003873,GSK3B,2932,P49841,glycogen synthase kinase 3 beta,Kinase,393,0.43,0.846,0.95571,0.02,,1,2,0,2011,2018
Rheumatoid Arthritis,C0003873,MSH6,2956,P52701,mutS homolog 6,Nucleic acid binding,296,0.462,0.731,0.000036705,0.02,,1,2,0,2003,2003
Rheumatoid Arthritis,C0003873,SENP1,29843,Q9P0U3,SUMO specific peptidase 1,Enzyme,79,0.593,0.654,0.99358,0.02,,1,2,0,2007,2010
Rheumatoid Arthritis,C0003873,A1CF,29974,Q9NQ94,APOBEC1 complementation factor,,71,0.604,0.692,5.92E-10,0.02,,1,2,0,2004,2018
Rheumatoid Arthritis,C0003873,TBX21,30009,Q9UL17,T-box transcription factor 21,Transcription factor,124,0.541,0.808,0.99636,0.02,,1,2,1,2009,2019
Rheumatoid Arthritis,C0003873,SLC40A1,30061,Q9NP59,solute carrier family 40 member 1,Transporter,101,0.57,0.731,0.98835,0.02,,1,2,0,2018,2019
Rheumatoid Arthritis,C0003873,HDAC1,3065,Q13547,histone deacetylase 1,Epigenetic regulator,277,0.46,0.846,0.61427,0.02,,1,2,0,2010,2015
Rheumatoid Arthritis,C0003873,HDGF,3068,P51858,heparin binding growth factor,Signaling,89,0.575,0.654,0.27272,0.02,,1,2,0,1990,2004
Rheumatoid Arthritis,C0003873,ADGRE2,30817,Q9UHX3,adhesion G protein-coupled receptor E2,G-protein coupled receptor,86,0.581,0.615,2.76E-28,0.02,,1,2,0,2000,2010
Rheumatoid Arthritis,C0003873,HGF,3082,P14210,hepatocyte growth factor,Enzyme,671,0.374,0.885,0.99947,0.02,,1,2,0,1997,2001
Rheumatoid Arthritis,C0003873,ANXA6,309,P08133,annexin A6,,156,0.514,0.846,1.08E-08,0.02,,1,2,0,1998,2017
Rheumatoid Arthritis,C0003873,HIP1,3092,O00291,huntingtin interacting protein 1,Cellular structure,56,0.653,0.577,0.76173,0.02,,1,2,0,2018,2018
Rheumatoid Arthritis,C0003873,NR4A1,3164,P22736,nuclear receptor subfamily 4 group A member 1,Nuclear receptor,216,0.49,0.731,0.37074,0.02,,1,2,0,2002,2019
Rheumatoid Arthritis,C0003873,HRAS,3265,P01112,"HRas proto-oncogene, GTPase",Enzyme modulator,698,0.378,0.885,0.079774,0.02,,0.5,2,0,1995,2000
Rheumatoid Arthritis,C0003873,HSD11B2,3291,P80365,hydroxysteroid 11-beta dehydrogenase 2,Enzyme,163,0.532,0.808,0.11777,0.02,,1,2,0,2006,2015
Rheumatoid Arthritis,C0003873,HSPA8,3312,P11142,heat shock protein family A (Hsp70) member 8,,124,0.553,0.808,0.99863,0.02,,0.5,2,0,2002,2018
Rheumatoid Arthritis,C0003873,BIRC5,332,O15392,baculoviral IAP repeat containing 5,Enzyme modulator,199,0.495,0.731,0.055854,0.02,,1,2,0,2007,2016
Rheumatoid Arthritis,C0003873,DNAJB1,3337,P25685,DnaJ heat shock protein family (Hsp40) member B1,,82,0.597,0.692,0.039437,0.02,,1,2,0,2019,2019
Rheumatoid Arthritis,C0003873,ICA1,3382,Q05084,islet cell autoantigen 1,,34,0.686,0.5,0.00099069,0.02,,1,2,0,1995,1999
Rheumatoid Arthritis,C0003873,ID1,3397,P41134,"inhibitor of DNA binding 1, HLH protein",Transcription factor,125,0.544,0.692,0.00031026,0.02,,1,2,0,2001,2019
Rheumatoid Arthritis,C0003873,IFNGR1,3459,P15260,interferon gamma receptor 1,Receptor,153,0.529,0.692,0.015503,0.02,,0.5,2,0,2006,2015
Rheumatoid Arthritis,C0003873,IGFBP1,3484,P08833,insulin like growth factor binding protein 1,Enzyme modulator,191,0.502,0.808,0.00094677,0.02,,1,2,0,2017,2018
Rheumatoid Arthritis,C0003873,IGHA1,3493,P01876,immunoglobulin heavy constant alpha 1,,64,0.617,0.692,,0.02,,1,2,0,1991,2017
Rheumatoid Arthritis,C0003873,APP,351,P05067,amyloid beta precursor protein,Enzyme modulator,485,0.422,0.846,0.046544,0.02,,1,2,0,2011,2016
Rheumatoid Arthritis,C0003873,APRT,353,P07741,adenine phosphoribosyltransferase,,384,0.423,0.846,5.45E-13,0.02,,1,2,0,2018,2019
Rheumatoid Arthritis,C0003873,KLK3,354,P07288,kallikrein related peptidase 3,Enzyme,358,0.443,0.885,4.43E-06,0.02,,1,2,0,1994,2016
Rheumatoid Arthritis,C0003873,IL1RAP,3556,Q9NPH3,interleukin 1 receptor accessory protein,Receptor,49,0.647,0.654,0.25846,0.02,,1,2,0,2019,2020
Rheumatoid Arthritis,C0003873,IL5RA,3568,Q01344,interleukin 5 receptor subunit alpha,Signaling,48,0.647,0.654,2.68E-08,0.02,,0.5,2,0,1995,1998
Rheumatoid Arthritis,C0003873,IL9R,3581,Q01113,interleukin 9 receptor,Receptor,44,0.659,0.654,2.68E-22,0.02,,1,2,1,2009,2018
Rheumatoid Arthritis,C0003873,IL10RB,3588,Q08334,interleukin 10 receptor subunit beta,Receptor,50,0.636,0.577,2.51E-06,0.02,,1,2,0,2006,2013
Rheumatoid Arthritis,C0003873,IL11,3589,P20809,interleukin 11,,244,0.481,0.808,0.00031772,0.02,,1,2,0,2000,2018
Rheumatoid Arthritis,C0003873,IDO1,3620,P14902,"indoleamine 2,3-dioxygenase 1",,295,0.454,0.846,3.30E-06,0.02,,1,2,0,2011,2017
Rheumatoid Arthritis,C0003873,INHBA,3624,P08476,inhibin subunit beta A,Signaling,83,0.601,0.615,0.97979,0.02,,0.5,2,0,1998,2006
